Genus_species,Family,Subfamily,Museum,Rego,Snout_Vent,Snout_Axilla,Interlimb,Body_Width,Pelvic_Width,Pelvic_Height,Head_Width,Head_Length,Snout_Eye,Snout_Tip,Eye_Diameter,Head_Depth,Tail_Width,Total_Tail,Tail_Length,Tail_Loss,RG,RG2,Arm,Upper_Arm,Lower_Arm,Hand,Number of digits forelimb,Leg,Upper_Leg,Lower_Leg,Foot,Number of digits hindlimb,State/Province,Verbatim Locaility,Latitude,Longitude,Notes,Data Collector
Liopholis inornata,Scincidae,Egerniinae,SAMA,R24809,70.32,26.6,40.39,13.09,6.82,6.52,11.71,14.06,4.04,,4.69,8.72,8.96,,63.63,Y,53.08,36.38,22.43,8.24,7.38,8.82,5,28.08,10.92,10.04,13.39,5,SA,S.E CNR HAMBIDGE NAT. PK.,-33.47,136.03,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MAGNT,R00965,76.9,28.21,40.99,13.1,5.91,8.59,12.69,15.37,4.5,,4.68,9.48,9.46,,84.04,Y,26.63,NA,23.4,8.68,7.89,9.62,5,29.73,10.9,10.44,13.29,5,SA,20 miles N of Ren3k,-33.54,140.52,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R41416,75.57,27.88,41.39,14.96,7.85,9.69,14.06,16.49,4.04,,4.73,10.55,10.02,,68.53,Y,54.12,NA,23.35,8.45,7.95,9.95,5,32.6,11.5,10.54,14.09,5,SA,4.4 KM SSE OF 9 MILE TANK,-33.6972,140.4306,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R114356,74.44,27.33,42.27,16.32,5.85,9.51,12.2,15.12,3.6,,5.49,9.9,8.3,,87.77,N,NA,NA,23.48,9.26,7.66,10.3,5,30.89,11.11,10.24,13.83,5,NSW,"Top Hut Homestead, 6.4km S - Old Arumpo Rd",-33.716,142.916,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R114350,74.24,25.61,44.68,16.8,5.8,9.18,11.76,14.23,3.45,,5.21,9.89,7.88,,87.02,N,NA,NA,22.36,9.05,7.93,10.06,5,29.9,10.66,10.44,13.78,5,NSW,"Top Hut Homestead, 6.9km S - Old Arumpo Rd",-33.733,142.916,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R114441,67.48,24.85,38.3,14.12,5.4,8.06,11.18,14.43,3.51,,4.77,8.84,7.44,,81.94,Y,30.4,NA,21.51,8.88,6.82,10.02,5,29.4,10.16,9.73,13.06,5,NSW,"Mungo National Park, Cattle Yards, East End Park",-33.75,143.166,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R115229,80.43,25.38,48.72,18.82,6.64,8.57,12.71,15.62,3.41,,5.72,10.51,8.5,,11.33,Y,NA,NA,23.8,8.82,7.86,10.1,5,31.92,11.06,10.81,14.34,5,NSW,"Top Hut Station, near Roys Tank",-33.75,142.95,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R55243,68.89,26.37,37.95,14.38,5.34,7.51,11.1,14.3,3.75,,4.74,8.14,7.36,,26.74,Y,16.43,NA,21.79,8.36,7.41,9.41,5,28.81,10.12,9.7,13.38,5,SA,"7.9 km E Gluepot Hmstd, Site UNC",-33.7631,140.2072,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R114217,76.92,27.93,43.49,16.67,5.83,9.23,11.76,14.47,3.5,,5.38,8.38,7.53,,61.99,Y,52.4,NA,22.53,9.39,7.64,9.78,5,30.48,10.55,10.06,13.66,5,NSW,"Mungo National Park, 5.0km N of Se Corner",-33.766,143.216,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R114451,71.32,24.65,42.4,16.83,5.14,8.66,11.63,14.48,3.4,,5.26,9.61,7.62,,84.39,N,NA,NA,21.82,8.37,6.96,9.9,5,30.57,10.7,10.24,13.02,5,NSW,"Mungo National Park, 2.4km W of Se Corner",-33.8,143.183,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R116007,74.38,26.37,43.12,16.48,5.92,8.54,11.99,14.81,3.96,,5.68,9.9,7.35,,44.34,Y,0.01,NA,22.81,9.27,8.15,10.46,5,32.06,11.2,10.68,14.83,5,NSW,"Ren3k - ""Tareena"" Rd, 2.7 miles E on Lake Victoria Rd",-33.966,141.083,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R38356,73.57,28.41,41.14,14.85,7.17,9.9,13.08,16.19,4.21,,5.43,10.53,9.7,,85.26,Y,37.38,NA,22.69,9.1,8.37,9.98,5,30.9,10.31,11.2,13.81,5,SA,"N BOUNDARY POOGINOOK CONS PK, 2.3 KM W OF NE CNR",-34.07,140.13,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MAGNT,R32729,65.8,22.55,39.32,12.52,5.65,7.57,10.98,13.31,3.61,,4.05,8.4,6.67,,70.98,Y,41.69,NA,22.17,8.16,7.43,10.05,5,29.87,9.83,9.48,13.35,5,NT,Ren3k,-34.1,140.45,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MAGNT,R01162,65.19,25.05,34.84,11.43,4.84,6.55,10.63,13.39,3.33,,4.3,8.16,6.52,,82.36,N,NA,NA,21.41,8.56,7.06,8.9,5,29.32,9.66,9.29,13.41,5,SA,Ren3k,-34.1,140.45,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D16265,68.71,25.23,39.09,11.85,5.79,7.77,11.36,14.15,4.06,,4.79,9.28,7.04,,32.51,Y,NA,NA,23.09,8.96,7.35,9.09,5,30.61,10.46,9.75,13.25,5,SA,Ren3k,-34.17,140.75,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R147447,70.52,27.06,38.54,13.55,5.78,9.17,12.18,14.78,4.26,,4.97,10.19,8.4,,74.98,Y,38.61,NA,22.56,8.96,6.83,10.37,5,29.04,10.43,9.98,13.77,5,NSW,"Gulthul Homestead, 6km Ne of Homestead, 35km N of Euston",-34.23971,142.92249,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D61200,78.55,26.34,45.24,15.75,6.27,8,12.22,15.27,3.51,,5.34,9.74,8.72,,85.08,Y,43.43,NA,25.19,10.25,8.39,10.64,5,32.96,11.6,10.32,13.79,5,VIC,"Mildura, Sunset Country, Victorian Mallee, 3.1 km N of Millewa South Bore",-34.73,141.07,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D10594,58.45,22.42,33.21,11.72,4.24,6.71,9.69,12.32,3.39,,4,8.97,5.47,,62.02,Y,29.46,NA,18.67,7.24,6.16,7.51,5,26.79,8.43,8.12,12.95,5,VIC,Hattah,-34.77,142.28,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D33504,76.59,28.26,42.47,13.45,5.93,9.74,12.62,16.25,3.96,,5.2,11.03,8.44,,85.76,Y,53.34,NA,22.87,9.07,7.91,10.38,5,31.41,11.26,10.81,13.91,5,VIC,"Mildura, Hattah",-34.77,142.28,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D56328,72.3,26.46,39.15,11.79,5.78,8.02,11.8,14.42,3.76,,5.04,8.41,7.6,,87.86,N,NA,NA,23.4,8.89,7.58,9.7,5,31.19,10.98,10.4,13.12,5,VIC,Hattah,-34.77,142.28,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D08735,79.65,28.02,47.21,15.3,7.06,9.47,12.22,15.33,3.73,,5.54,8.82,10.67,,9.35,Y,NA,NA,25.46,9.82,8.03,10.95,5,31.5,11.39,10.42,13.87,5,VIC,Hattah,-34.77,142.28,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D39427,80.57,30.9,42.96,13.44,7.03,9.9,13.32,16.44,4.39,,5.42,10.49,8.91,,98.37,N,NA,NA,24.21,9.26,8.37,10.75,5,33.1,11.82,10.79,14.21,5,VIC,Hattah,-34.77,142.28,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D47869,72.42,26.83,41.59,12.65,5.81,8.26,11.89,14.49,3.86,,5,9.77,7.57,,69.54,Y,NA,NA,23.58,9.15,8.04,10.05,5,29.94,10.25,10.08,14.05,5,VIC,"Mildura, Millewa South Bore",-34.78,141.07,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R22A,70.92,23.3,41.94,14.38,7.09,8.8,12.03,13.79,3.69,,4.06,9.44,9.06,,73.14,Y,15.58,NA,20.81,8.24,7.35,9.12,5,28.72,10.37,9.75,12.73,5,SA,SURVEY CAMP BOWHILL TURNERS WELL RIVER MURRAY,-34.88,139.9,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D38614,71.96,26.88,40.48,11.15,6.13,7.66,11.57,14.05,3.95,,4.59,8.78,8.29,,12.63,Y,NA,NA,23.2,9.34,7.7,10.15,5,31.37,11.11,9.72,13.81,5,VIC,"Sunset Country, Victorian Mallee, Perry Tank",-34.9,141.55,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D11752,82.57,28.94,46.67,16.23,6.43,9.03,12.75,15.74,3.96,,5.23,10.32,8.73,,11.84,Y,NA,NA,24.24,9.24,7.4,11.22,5,33.85,12.07,10.72,14.88,5,VIC,Birthday Tank,-34.9,141.62,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D18069,63.08,23.58,34.84,12.15,5.53,6.95,9.83,12.61,3.28,,4.51,7.28,6.81,,78.15,N,NA,NA,20.21,7.95,6.81,8.42,5,27.93,9.54,8.47,12.73,5,VIC,Mt. Crozier,-34.9,141.7,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D09094,80.99,29.19,44.49,15.07,6.63,10.1,13.48,16.45,4.3,,5.25,11.05,9.18,,77.24,Y,58.37,18.35,24.76,10.21,8.74,10.45,5,31.96,11.22,11.05,14.65,5,VIC,Ouyen,-35.07,142.32,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D61209,77.39,28.82,45.52,14.06,6.28,8.3,12.18,15.36,3.9,,4.95,9.89,7.92,,87.26,N,NA,NA,24.24,9.5,7.99,10.62,5,31.35,10.73,9.92,14.19,5,VIC,"Mildura, Mallee, 21.3 km NE of Patchewollock",-35.2,142.33,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D61203,80.87,30.84,44.98,16.17,6.53,10.57,13.8,17.06,3.83,,5.65,11.53,10.27,,75.18,Y,54.88,NA,24.43,10.06,8.15,10.74,5,31.99,11.41,10.93,13.79,5,VIC,"Mildura, Big Desert, 19 km SE of Murrayville",-35.4,141.32,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D51829,75.08,30.97,39.49,15.13,6.36,8.27,12.57,15.86,4.09,,5.56,9.59,7.81,,74.01,Y,62.09,50.29,25.37,9.8,8.08,10.18,5,32.69,11.78,10.81,13.67,5,VIC,"Big Desert, 29.5 km NW of Wyperfeld National Park Ranger's Office",-35.4,141.78,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D51721,76.58,27.49,43.34,15.74,6.65,8.93,12.75,15.96,4.07,,5.3,11.3,9.31,,26.6,Y,NA,NA,25.4,9.8,8.58,11.26,5,32.95,11.64,10.67,14.33,5,VIC,NA,-35.42,141.78,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D51748,78.43,28.62,44.7,17.77,6.39,9.46,13.42,16.46,4.09,,5.54,10.64,9.53,,79.45,Y,36.48,NA,25.04,10.27,8.15,10.17,5,33.32,12.44,11.02,14.43,5,VIC,"Yarriambiack, Big Desert, 11 km E of Rangers Office, Wyperfield National Park",-35.6,142.13,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D3460,71.31,26.19,40.38,10.56,5.72,8.66,11.76,14.33,3.84,,5.15,9.77,7.46,,41.92,Y,24.4,10.52,24.35,9.14,8.07,11.34,5,31.77,10.83,10.51,13.99,5,VIC,Woomelang,-35.68,142.67,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R15084,74.42,27.92,41.68,14.07,6.11,9.23,12.5,14.96,3.75,,4.29,9.75,8.22,,43.2,Y,NA,NA,23.55,8.33,8.04,9.56,5,32.06,10.93,10.26,13.45,5,SA,MOUNT GAMBIER,-37.83,140.78,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32749,155.12,54.2,88.28,30.9,11.95,19.88,23.48,28.52,7.47,,8.02,18.99,19.09,,46.8,Y,NA,NA,47.9,19.5,17.33,17.83,5,57.71,22.22,21.3,24.89,5,Northern Territory,Tanami Desert,NA,NA,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,WAM,R4007,169.47,55.84,103.62,35.77,14.14,26.94,29,32.73,9,,9.08,28.83,26.39,,203.9,N,NA,NA,48.87,23.97,17.5,16.62,5,59.65,25.37,22.3,25.51,5,Western Australia,STURT CREEK,-19.5666,127.6667,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,WAM,R4004,110.35,47.25,57.29,23.38,9.01,15.94,19.47,22.02,5.58,,6.6,16.66,16.27,,138.82,N,NA,NA,NA,15.2,11.26,15.04,5,41.11,15.99,15.39,20.36,5,Western Australia,"NEAR GODFREYS TANK, CANNING STOCK ROUTE",-20.2333,124.5667,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32745,186.93,65.8,109.59,37.77,14.78,27.02,31.25,34.17,8.11,,9.26,25.9,26.13,,108.47,Y,NA,NA,52.82,21.96,18.56,20.98,5,63.08,25.92,24.01,25.66,5,Northern Territory,Tanami,-20.533,130.009,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32772,191.72,62.05,115.49,38.78,15.51,25.68,32.5,35.51,7.87,,9.93,27.7,27.8,,124.97,Y,108.12,13.67,57.2,23.01,21.38,20.69,5,66.67,27.23,25.82,27.88,5,Northern Territory,Tanami,-20.583,131.183,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,AM,R11960,185.84,64.05,108.5,45.18,15.65,25.61,30.39,32.66,7.56,,9.08,26.84,28.54,,182.81,Y,NA,NA,50.29,20.31,18.75,20.1,5,62.16,26.56,24.26,26.01,5,Northern Territory,The Granites,-20.583,130.333,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,AM,R11959,188.36,66.54,107,39.06,14.16,26.67,30.66,35.13,8.06,,8.82,26.64,28.26,,181.35,N,NA,NA,53.64,22.14,18.52,21.13,5,64.06,25.15,24.11,27.24,5,Northern Territory,The Granites,-20.583,130.333,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,AM,R11961,185.79,61.66,112.57,38.4,13.55,31.32,33.31,34.13,8.19,,9.57,26.7,28.96,,65.85,Y,NA,NA,51.83,22.5,18.21,19.33,5,61.44,25.59,24.14,24.86,5,Northern Territory,The Granites,-20.583,130.333,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,AM,R11964,186.61,66.12,106.68,38.23,12.91,28.43,32.53,35.23,8.14,,9.67,26.1,28.89,,104.29,Y,NA,NA,54.91,22.86,18.82,20.16,5,65.56,27.72,25.85,27.97,5,Northern Territory,The Granites,-20.583,130.333,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,AM,R11963,187.43,65.88,112.23,39.61,13.55,27.25,31.59,35.51,7.77,,8.79,27.66,29.27,,204.34,N,NA,NA,53.02,21.41,19.16,20.8,5,65.33,27.54,25.57,27.12,5,Northern Territory,The Granites,-20.583,130.333,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,AM,R11962,187.8,65.85,108.17,33.98,12.72,28.36,31.21,35.42,8.05,,10.11,27.78,29.24,,139.62,Y,NA,NA,51.48,22.52,18.42,18.57,5,62.81,27.92,26.17,25.17,5,Northern Territory,The Granites,-20.583,130.333,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32768,188.47,63.34,114.36,34.26,15.77,24.11,28.44,33.6,7.66,,9.63,22.92,23.85,,204.94,Y,31.3,4.28,54.68,23.18,19.32,21.11,5,60.96,24.95,24.08,25.86,5,Northern Territory,Tanami Sanctuary,-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32767,185.97,61.67,113.54,36.27,13.68,22.75,28.21,32.94,7.78,,9.26,22.74,22.78,,169.43,Y,30.72,NA,51.82,22.5,18.53,20.43,5,59.83,24.35,23.56,25.08,5,Northern Territory,Tanami Sanctuary,-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32769,194.05,64.36,118.51,42.77,15.92,25.13,30.42,34.9,7.47,,9.71,25.22,27.26,,187.51,N,NA,NA,53.38,23.52,19.19,20.25,5,64.64,27.42,25.46,26.42,5,Northern Territory,Tanami Sanctuary,-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32756,170.43,55.35,103.8,36.17,15.15,22.03,24.54,30.22,6.91,,8.36,22.83,21.26,,173.5,N,NA,NA,51.53,20.36,18.62,20.06,5,59.67,24.3,23.2,25.2,5,Northern Territory,Tanami Sanctuary,-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32765,185.01,63.09,109.48,35.37,14.64,25.31,29.09,33.97,7.59,,9.74,24.74,24.25,,165.09,Y,49.15,NA,54.22,22.89,20.23,20.07,5,63.04,24.84,24.4,25.89,5,Northern Territory,Tanami Sanctuary,-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32754,170.66,54.81,105.43,32.36,13.57,21.81,26.39,31.75,7.29,,8.59,22.01,20.59,,172.41,N,NA,NA,50.06,19.55,18.95,19.08,5,58.25,24.67,23.56,22.91,5,Northern Territory,Tanami Sanctuary,-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32761,177.64,60.58,109.23,33.26,14.43,22.57,28.38,33.65,7.9,,9.17,24.76,22.18,,199.46,N,NA,NA,52.53,22.38,19.37,19.55,5,61.9,25.06,24.68,25.48,5,Northern Territory,Tanami Sanctuary,-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32753,160.11,52.97,96.81,31.85,13.68,21.02,24.42,30.01,7.11,,8.94,21.2,20.17,,124.62,Y,72.8,NA,48.69,20.09,17.27,19.6,5,59.02,23.76,22.27,24.4,5,Northern Territory,Tanami Sanctuary,-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32755,167.25,56.49,99.02,35.58,12.36,22.24,25.31,30.23,7.68,,8.98,21.51,21.13,,132.12,Y,35.46,NA,49.49,19.98,18.24,19.72,5,58.79,23.22,22.86,25.32,5,Northern Territory,Tanami Sanctuary,-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32770,195.52,61.69,121.38,42.41,13.85,24.36,29.6,33.33,7.93,,9.67,25.04,26.73,,155.81,Y,27.42,NA,51.22,21.94,19.44,18.69,5,61.69,26.04,24.46,24.85,5,Northern Territory,Tanami Sanctuary,-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32773,182.65,61.71,106.59,36.22,12.05,23.54,28.13,33.74,8.28,,9.12,24.09,21.6,,135.32,Y,3.71,NA,52.39,21.27,19.43,18.25,5,62.94,26.01,24.45,25.64,5,Northern Territory,"The Granites, 30 Miles South West",-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32766,192.8,59.85,120.35,43.86,15.13,22.76,28.93,34.4,8.13,,9.26,25.08,25.32,,199.41,N,NA,NA,54.24,23.73,19.68,20.36,5,61.78,25.79,23.66,26.17,5,Northern Territory,Tanami Sanctuary,-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32763,200.85,68.07,122.31,39.1,15.76,23.63,31.72,37.13,7.57,,9.9,27.09,26.46,,196.14,N,NA,NA,56.85,24.11,20.42,21.3,5,68.47,29.27,27.43,27.07,5,Northern Territory,Tanami Sanctuary,-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32764,181.04,60.57,109.07,36.51,13.79,23.49,27.82,33.15,7.86,,9.09,22.71,22.41,,194.42,Y,7.92,NA,51.62,20.47,18.9,20.54,5,61.73,25.9,23.22,25.87,5,Northern Territory,Tanami Sanctuary,-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32762,195.05,61.41,119.12,42.27,16.01,24.47,33.02,37.22,8.61,,10.21,25.63,23.53,,144.1,Y,78.43,NA,54.07,23.42,20.11,20.57,5,67.02,27.67,26.81,27.25,5,Northern Territory,Tanami Sanctuary,-20.867,130.583,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R32746,188.22,61.72,113.76,47.19,16.61,25.54,30,33.59,7.43,,8.96,25.69,27.24,,173.86,Y,8.76,NA,52.92,22.6,20.44,20.18,5,63.93,26.77,24.78,25.71,5,Northern Territory,Tanami Sanctuary,-21.267,130.083,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R22940,208.15,67.88,126.8,47.64,17.28,32.8,35.53,39.27,8.77,,10.23,31.62,32.62,,59.55,Y,25.74,11.2,57.79,24.42,21.35,21.04,5,66.68,29.25,27.85,28.43,5,Northern Territory,Kintore,-23.3,129.4,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,AM,R125058,169.22,58.09,99.09,35.53,12.87,25.79,25.91,30.39,7.42,,8.14,23.61,20.84,,64.27,Y,NA,NA,48.66,19.68,17.19,19.41,5,59.85,23.59,21.98,24.87,5,Northern Territory,Mt Liebig,-23.3,131.366,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,AM,R125057,188.6,64.2,110.9,38.54,14.05,28.14,29.96,33.63,7.97,,8.89,25.93,27.61,,27.93,Y,NA,NA,52.8,21.39,18.23,20.52,5,62.82,27.15,25.6,26.87,5,Northern Territory,Mt Liebig,-23.3,131.366,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,WAM,R27228,121.76,44.87,69.09,24.33,9.05,15.64,19.81,23.53,6.3,,6.66,17.3,14.32,,68.85,Y,43.65,NA,38.27,14.73,13.43,16.09,5,48.42,18.74,16.79,20.79,5,Western Australia,KATHLEEN VALLEY,-25.05,128.7,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,MAGNT,R00402,155.18,54.25,91.9,30.86,12.15,21.36,24.6,28.7,7.58,,8.56,21.85,20.26,,146.6,Y,16.78,4.89,48.79,18.31,16.47,20.49,5,56.3,23.25,20.8,25.54,5,Northern Territory,Angas Downs,-25.05,132.283,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,WAM,R22177,147.88,50.39,89.55,27.99,9.58,19.07,23.01,27.08,7.18,,7.46,20.57,19.69,,169.2,N,NA,NA,44.3,17.01,12.87,17.5,5,53.66,20.9,18.18,23.39,5,Western Australia,NR WARBURTON MISSION,-26.1333,126.5833,,Chapple Group
Liopholis kintorei,Scincidae,Egerniinae,WAM,R22117,170.49,60.94,98.67,36.86,13.84,26.33,32.59,33.66,7.83,,9.1,27.08,27.57,,175.76,N,NA,NA,50.82,23.29,17.94,17.5,5,58.18,24.86,24.56,25.77,5,Western Australia,"SKIPPER KNOB,116KM S WARBURTON MISSION",-26.9333,126.3333,,Chapple Group
Liopholis margaretae,Scincidae,Egerniinae,SAMA,R40567,94.24,35.61,54.59,17.72,7.6,9.42,14.87,19.57,6.56,,4.18,9.91,10.41,,81.41,N,5.82,NA,23.49,6.99,9.33,11.74,5,35.38,13.69,11.88,15.28,5,Northern Territory,NA,-24.52,132.15,,Chapple Group
Liopholis margaretae,Scincidae,Egerniinae,SAMA,R51590,98.07,38.04,53.64,18.17,7.88,10.22,13.07,18.59,6.67,,4.17,9.99,10.37,,43.95,Y,0,NA,23.31,8.44,8.75,9.19,5,34.78,12.33,11.2,17.94,5,South Australia,NA,-26.2558,131.4933,,Chapple Group
Liopholis modesta,Scincidae,Egerniinae,ANWC,R5295,98,40,48,21.55,8.4,12.49,14.93,20.16,6.75,2.19,5.42,13.31,12.68,,112,N,,,33.53,11.1,10.34,12.09,5,41.55,11.98,11.33,18.24,5,,,,,,Ian Brennan
Liopholis modesta,Scincidae,Egerniinae,ANWC,R4747,115,31,64,20,8.94,11.65,16.23,20.92,5.98,2.54,4.98,13.03,12.19,,149,N,,,29.44,9.19,9.11,11.14,5,42.01,12.27,12.34,17.4,5,,,,,,Ian Brennan
Liopholis montana,Scincidae,Egerniinae,MV,D2022,91.26,34.8,49.07,15.18,9.12,9.78,12.85,19.87,6.37,,4.63,10.51,9.47,,132.04,Y,70.92,NA,25.62,9.18,8.31,11.26,5,38.12,14.46,11.67,18.25,5,NA,NA,NA,NA,,Chapple Group
Liopholis montana,Scincidae,Egerniinae,MV,D75706,96.64,37.52,54.92,17.25,8.24,10.36,13.16,18.83,5.77,,4.51,9.45,9.6,,142.72,N,NA,NA,25.42,10.09,9.02,12.06,5,38.53,12.32,11.14,18.82,5,NA,NA,NA,NA,,Chapple Group
Liopholis multiscutata,Scincidae,Egerniinae,SAMA,R38274,89.38,34.46,50.03,18.04,8.51,10.31,13.95,18.57,5.76,,4.5,10.36,10.43,,129.17,N,NA,NA,24.61,7.04,8.56,11.75,5,38.44,12.82,12.83,15.93,5,South Australia,NA,-34.65,134.8,,Chapple Group
Liopholis multiscutata,Scincidae,Egerniinae,SAMA,R38267,89.7,33.04,50.05,17.01,8.78,9.92,14.18,18.73,5.86,,4.32,9.99,10.46,,134.34,N,NA,NA,23.57,7.14,9.19,11.02,5,36.02,12.54,12.48,16.29,5,South Australia,NA,-34.65,134.8,,Chapple Group
Liopholis multiscutata,Scincidae,Egerniinae,SAMA,R25244,85.2,34.13,48.29,16.1,7.87,10.23,13.13,17.82,5.87,,4.34,9.92,8.89,,117.83,Y,24.83,NA,23.82,7.37,9.32,10.8,5,35.83,13,11.3,16.77,5,South Australia,NA,-34.65,134.8,,Chapple Group
Liopholis multiscutata,Scincidae,Egerniinae,SAMA,R38412,85.83,33.67,47.25,15.94,8.07,10.18,13.52,16.94,5.81,,4.38,10.62,10.04,,95.12,Y,42.02,NA,24.85,7.04,8.35,12.24,5,35.04,13.16,11.43,16.22,5,South Australia,NA,-34.97,136.07,,Chapple Group
